BARCODE,LOCATION,LOCATION2,PKEY,PKEY0,FRAMENUM,FRAMENUM0,SXFRAME,QUANTITY,MANUFACT,MODEL,FCOLOUR,SIZE,FRDESC,LOCATION3,STKTAKE,CHANGE,QTYAPPRO,QTY3,SUPBARCODE,ISTOCKCODE,SUPPLIER,SUPPLIER2,FRAMETYPE,FRAMEGROUP,TEMPLE,DEPTH,DIAG,BASECURVE,SUNGRX,FROTHER,FROTHER2,REORDDATE,REORDER,REORDQTY,RRP,EXLISTPR,LISTPRICE,EXCOSTPR,COSTPRICE,EXPREVCOST,PREVCOST,EXAVGCOST,AVGCOST,DPRECOST,DPREEXCOST,WSALEET,WSALEIT,APPORDER,LASTSALE2,LASTSALE,FIRSTPUR,LASTPUR,RETURNBY,DQTY,REFRESH,LASTINV,DISPC,TAXPC,FRSTATUS,FRSTATUS2,QTYONORDER,QTYONAPPRO,PHOTOEXT,PHOTONAME,LIFESTYLE,LIFECYCLE,RELEASE,AVAILFROM,AVAILTILL,FRANGE,SPH1,SPH2,CYL1,CYL2,MINPD,BASEC,SRVCHARGE,EXLISTSRV,LISTSRV,EXRRPSRV,RRPSRV,MODKEY,ORDERAGAIN,PROSUPPLY,PSSUPFIT,PSCREATED,PSUPDATEAT,USER,MODIFIED,DELFLAG,XFER,PROVISION,PVINACTIVE,LOGSTR,FGID,SUPSTATUS,LLABORDER,LDOWNLOAD,UUID,NOTE,PHOTO
8698,OPT,,78804,,VIBE 256 C3,,,,VIBE,256,C3,52-17,,,,,,,,,,,,,,,17,,,,,,,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10701,OPT,,78805,,AUS000857,,,1,VIBE,VB249,C1,53-18,,,,,,,,,,,,,140,44,52,,,,,,,,189,,,26.5,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8694,OPT,,78806,,VB ALOHA 350 C2,,,,VIBE,350,C2,52-18,,,,,,,,,,,,,,,52,,,,,,,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8692,OPT,,78807,,VB ALOHA 167 C5,,,,VIBE,167,C5,49 -18,,,,,,,,,,,,,,,49,,,,,,,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8695,OPT,,78808,,VIBE 231 C1,,,,VIBE,231,C1,51-20,,,,,,,,,,,,,,,51,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8697,OPT,,78809,,VIBE 234 C2,,,,VIBE,234,C2,55-17,,,,,,,,,,,,,,,55,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8696,OPT,,78810,,VIBE 234 C1,,,,VIBE,234,C1,55-17,,,,,,,,,,,,,,,55,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10710,OPT,,78811,,AUS000856,,,1,VIBE,VB249,C2,53-18,,,,,,,,,,,,,140,43,52,,,,,,,,189,,,26.5,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8699,OPT,,78812,,AUS000525,,,1,CLARITY,1155,C3,53-19,,,,,,,,,,,,,140,40,55,,,,,,,,120,,,8.95,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8699,OPT,,78813,,VIBE 257 C2,,,,VIBE,257,C2,53-16,,,,,,,,,,,,,,,16,,,,,,,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10707,OPT,,78814,,AUS000853,,,1,ALOHA,VB246,C2,53-18,,,,,,,,,,,,,145,47,52,,,,,,,,189,,,32.5,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016,OPT,,78815,,FRA000082,,,1,MATTISSE,905,ST.CROIX,52-19,,,,,,,,,,,,,140,42,55,,,,,,,,250,,,25,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,OPT,,78816,,FRA000080,,,1,MATTISSE,146,PALERMO,51-17,,,,,,,,,,,,,140,35,52,,,,,,,,250,,,25,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10024,OPT,,78817,,FRA000090,,,1,MATTISSE,700,RAINBOW,53-17,,,,,,,,,,,,,140,40,55,,,,,,,,250,,,25,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030,OPT,,78818,,FRA000096,,,1,MATTISSE,95,JOSIE,41-23,,,,,,,,,,,,,140,45,48,,,,,,,,250,,,25,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10023,OPT,,78819,,FRA000089,,,1,MATTISSE,79,SAMANTHA,52-18,,,,,,,,,,,,,140,36,53,,,,,,,,250,,,25,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10031,OPT,,78820,,FRA000097,,,1,MATTISSE,3228,RAINBOW,50-17,,,,,,,,,,,,,137,33,50,,,,,,,,250,,,25,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003,OPT,,78821,,FRA000069,,,1,MATTISSE,7050,PERU BRN,50-16,,,,,,,,,,,,,137,36,52,,,,,,,,250,,,25,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019,OPT,,78822,,FRA000085,,,1,MATTISSE,333,73,52-16,,,,,,,,,,,,,140,37,52,,,,,,,,250,,,25,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012,OPT,,78823,,FRA000078,,,1,MATTISSE,333,ROBIN,52-16,,,,,,,,,,,,,140,37,52,,,,,,,,250,,,25,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10478,OPT,,78824,,C&C000067,,,1,HYLANDER,PADEN,CRY/BRN,47-20,,,,,,,,,,,,,142,42,48,,,,,,,,199,,,49,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10174,OPT,,78825,,C&C000043,,,1,HYLANDER,CRAIG,CRY,49-18,,,,,,,,,,,,,145,33,50,,,,,,,,179,,,39,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10479,OPT,,78826,,C&C000068,,,1,HYLANDER,TAVIN,MATT,49-18,,,,,,,,,,,,,140,42,49,,,,,,,,199,,,49,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,OPT,,78827,,APO000442,,,1,ARTLIFE,MINGUS AL 68741,562,54-17,,,,,,,,,,,,,145,41,54,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,23/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
10229,OPT,,78828,,MOD000385,,,1,Avanti,FISHER,C8,51-16,,,,,,,,,,,,,140,36,50,,,,,,,,210,,,51.96,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10251,OPT,,78829,,APO000405,,,1,ARTLIFE,WINKLER 68612,513,49-20,,,,,,,,,,,,,145,43,48,,,,,,,,250,,,60,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8693,OPT,,78830,,AUS000519,,,1,CLARITY,1264,C2,54-14,,,,,,,,,,,,,140,37,57,,,,,,,,120,,,9.75,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8693,OPT,,78831,,VB ALOHA 233 C4,,,,VIBE,233,C4,50-18,,,,,,,,,,,,,,,50,,,,,,,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10212,OPT,,78832,,RIM000242,,,1,EVATIK,9182,S200,49-20,,,,,,,,,,,,,145,40,52,,,,,,,,280,,,97.3,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10709,OPT,,78833,,AUS000855,,,1,ALOHA,VB247,5219145,52-19,,,,,,,,,,,,,145,44,52,,,,,,,,189,,,32.5,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10708,OPT,,78834,,AUS000854,,,1,ALOHA,VB246,C1,53-18,,,,,,,,,,,,,145,47,52,,,,,,,,189,,,32.5,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,OPT,,78835,,ORO000496,,,1,LE SPECS,NOONTIDE,2551596,50-20,,,,,,,,,,,,,145,42,50,,,,,,,,219,,,0,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,28/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
6088,OPT,,78836,,ORO000493,,,1,LE SPECS,BIO-TYPIC,2551595,52-18,,,,,,,,,,,,,140,41,52,,,,,,,,219,,,,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,21/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,OPT,,78837,,ORO000492,,,1,LE SPECS,NOONTIDE,2551589,50-20,,,,,,,,,,,,,145,41,50,,,,,,,,219,,,,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,21/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10192,OPT,,78838,,ORO000400,,,1,Le Specs,AUDACIOUS,2351502,52-16,,,,,,,,,,,,,140,40,52,,,,,,,,219,,,72.99,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10413,OPT,,78839,,ORO000418,,,1,LE SPECS,BIO-NICS,2226711,48-21,,,,,,,,,,,,,145,44,48,,,,,,,,219,,,72.98,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10572,OPT,,78840,,ORO000450,,,1,Le Specs,LA PLAY 48,2226689,48-21,,,,,,,,,,,,,145,42,49,,,,,,,,219,,,72.99,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10567,OPT,,78841,,ORO000445,,,1,LE SPECS,TEMPUS,2451552,54-20,,,,,,,,,,,,,145,46,56,,,,,,,,219,,,72.98,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10190,OPT,,78842,,ORO000398,,,2,Le Specs,Adoration,2351510,53-14,,,,,,,,,,,,,140,40,54,,,,,,,,219,,,72.99,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10492,OPT,,78843,,OPQ001323,,,1,Aiko,2201,C,52-19,,,,,,,,,,,,,138,36,49,,,,,,,,190,,,87.75,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10495,OPT,,78844,,OPQ001326,,,1,Aiko,2219,B,51-19,,,,,,,,,,,,,135,45,50,,,,,,,,290,,,87.75,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10487,OPT,,78845,,OPQ001318,,,1,Aiko,2212,B,45-22,,,,,,,,,,,,,145,41,47,,,,,,,,290,,,87.75,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10494,OPT,,78846,,OPQ001325,,,1,Aiko,2202,B,45-21,,,,,,,,,,,,,138,40,44,,,,,,,,290,,,87.75,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10489,OPT,,78847,,OPQ001320,,,1,Aiko,2204,C,45-23,,,,,,,,,,,,,145,38,44,,,,,,,,290,,,87.75,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10496,OPT,,78848,,OPQ001327,,,1,Aiko,2205,A,54-17,,,,,,,,,,,,,140,46,57,,,,,,,,290,,,87.75,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10497,OPT,,78849,,OPQ001328,,,1,Aiko,2212,A,46-23,,,,,,,,,,,,,145,42,46,,,,,,,,290,,,87.75,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10493,OPT,,78850,,OPQ001324,,,1,Aiko,2207,A,56-16,,,,,,,,,,,,,145,36,57,,,,,,,,290,,,87.75,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10488,OPT,,78851,,OPQ001319,,,1,Aiko,2206,C,53-18,,,,,,,,,,,,,140,38,55,,,,,,,,290,,,87.75,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498,OPT,,78852,,OPQ001329,,,1,Aiko,229,C,56-15,,,,,,,,,,,,,140,40,57,,,,,,,,290,,,87.75,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6696,OPT,,78853,,APO000446,,,1,ARTLIFE,RAY 68424,515,54-15,,,,,,,,,,,,,145,39,54,,,,,,,,250,,,15,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,29/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
976,OPT,,78854,,APO000450,,,1,ARTLIFE,VARDA 68437,512,53-16,,,,,,,,,,,,,145,40,53,,,,,,,,250,,,15,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,29/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2515,OPT,,78855,,APO000447,,,1,ARTLIFE,DUNCAN 68332,552,54-15,,,,,,,,,,,,,145,38,54,,,,,,,,250,,,15,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,29/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
7713,OPT,,78856,,APO000448,,,1,ARTLIFE,VOLTAIRE,553,53-16,,,,,,,,,,,,,145,40,53,,,,,,,,250,,,15,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,29/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
1331,OPT,,78857,,APO000449,,,1,ARTLIFE,KELLEN 68535,555,51-17,,,,,,,,,,,,,145,40,51,,,,,,,,250,,,15,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,29/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
10262,OPT,,78858,,APO000416,,,1,ARTLIFE,CELA 68271,545,49-20,,,,,,,,,,,,,145,42,50,,,,,,,,250,,,60,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12096,OPT,,78859,,APO000444,,,1,ARTLIFE,YEARWOOD 68241,554,51-15,,,,,,,,,,,,,140,40,51,,,,,,,,250,,,15,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,29/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
7617,OPT,,78860,,APO000445,,,1,ARTLIFE,STORNI 68563,555,49-17,,,,,,,,,,,,,130,36,49,,,,,,,,250,,,15,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,29/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
10651,OPT,,78861,,OPQ001369,,,1,Stepper,SI-99364,FO52,53-16,,,,,,,,,,,,,135,38,55,,,,,,,,310,,,116.55,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10343,OPT,,78862,,OPQ001287,,,1,Stepper,SA71060,FO35,54-19,,,,,,,,,,,,,145,38,54,,,,,,,,310,,,116.55,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665,OPT,,78863,,OPQ001383,,,1,STEPPER,SI-87405,FO59,55-17,,,,,,,,,,,,,140,38,60,,,,,,,,310,,,116.55,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8775,OPT,,78864,,OPQ001084,,,1,Stepper,STS-40160,FO22,52-17,,,,,,,,,,,,,135,42,53,,,,,,,,270,,,85.5,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10661,OPT,,78865,,OPQ001379,,,1,Stepper,SI-50305,FO30,53-15,,,,,,,,,,,,,135,38,54,,,,,,,,310,,,116.55,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10484,OPT,,78866,,OPQ001317,,,1,Stepper,SI 60254,FO20,45-22,,,,,,,,,,,,,140,33,48,,,,,,,,310,,,116.55,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7114,OPT,,78867,,OPQ000809,,,1,Stepper,SI-20027,F220,56-15,,,,,,,,,,,,,140,35,57,,,,,,,,290,,,109.5,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10500,OPT,,78868,,OPQ001331,,,1,Stepper,SA 74060,Fo61,52-19,,,,,,,,,,,,,140,43,53,,,,,,,,310,,,113.96,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6336,OPT,,78869,,OPQ000692,,,1,Stepper,SI-30033,F320,54-14,,,,,,,,,,,,,135,33,54,,,,,,,,290,,,89.97,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10457,OPT,,78870,,OPQ001314,,,1,Stepper,SA 74062,F880,51-21,,,,,,,,,,,,,145,41,51,,,,,,,,310,,,98.96,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10652,OPT,,78871,,OPQ001370,,,1,Stepper,SI-99864,FO19,53-17,,,,,,,,,,,,,135,39,55,,,,,,,,310,,,116.55,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5392,OPT,,78872,,OPQ000464,,,1,Stepper,SI-4136,F011,57-18,,,,,,,,,,,,,140,37,59,,,,,,,,310,,,116.55,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10357,OPT,,78873,,OPQ001302,,,1,Stepper,SA 74061,F080,50-17,,,,,,,,,,,,,140,35,51,,,,,,,,310,,,116.55,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6720,OPT,,78874,,OPQ000752,,,1,Stepper,SI-50062,F010,51-16,,,,,,,,,,,,,130,33,53,,,,,,,,310,,,116.55,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10453,OPT,,78875,,OPQ001310,,,1,Stepper,SA 73060,F930,51-19,,,,,,,,,,,,,140,42,51,,,,,,,,310,,,98.55,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9006,OPT,,78876,,OPQ001105,,,1,Stepper,STS-30024,F550,55-14,,,,,,,,,,,,,140,36,58,,,,,,,,290,,,99.95,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10644,OPT,,78877,,OPQ001362,,,1,Stepper,SI 30252,F110,53-14,,,,,,,,,,,,,135,38,54,,,,,,,,290,,,98.55,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10654,OPT,,78878,,OPQ001372,,,1,Stepper,SI-30254,F840,53-12,,,,,,,,,,,,,135,34,53,,,,,,,,290,,,98.55,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502,OPT,,78879,,OPQ001333,,,1,Stepper,SI 30238,F660,54-14,,,,,,,,,,,,,135,34,55,,,,,,,,290,,,98.55,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10119,OPT,,78880,,OPQ001266,,,1,Stepper,SI-50234,Fo88,52-16,,,,,,,,,,,,,130,38,54,,,,,,,,290,,,107.96,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10350,OPT,,78881,,OPQ001294,,,1,Stepper,SI-30171,F330,54-14,,,,,,,,,,,,,135,41,54,,,,,,,,290,,,89.55,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10346,OPT,,78882,,OPQ001290,,,1,Stepper,SA 74062,F930,52-12,,,,,,,,,,,,,145,44,52,,,,,,,,310,,,107.55,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10660,OPT,,78883,,OPQ001378,,,1,STEPPER,SI-60291,FO52,57-16,,,,,,,,,,,,,145,44,63,,,,,,,,310,,,116.55,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9748,OPT,,78884,,OPQ001385,,,1,STEPPER,SA-74062,F510,51-21,,,,,,,,,,,,,140,43,51,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,21/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9712,OPT,,78885,,OPQ001209,,,1,STEPPER,SI-30072,F226,54-15,,,,,,,,,,,,,135,35,53,,,,,,,,290,,,89.55,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10344,OPT,,78886,,OPQ001288,,,1,Stepper,SA 74065,FO90,52-18,,,,,,,,,,,,,140,52,58,,,,,,,,310,,,107.55,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103,OPT,,78887,,OPQ001252,,,1,Stepper,SI-30207,F550,52-13,,,,,,,,,,,,,130,38,52,,,,,,,,280,,,89.55,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9101,OPT,,78888,,OPQ001126,,,1,Stepper,SI-4109,FO22,52-20,,,,,,,,,,,,,145,25,53,,,,,,,,290,,,115,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11792,OPT,,78889,,RIM000295,,,1,EVATIK,9296,M100,58-17,,,,,,,,,,,,,150,36,58,,,,,,,,280,,,139,,,,,,,,,,,,,,,,,,,,GST 10%,CONSIGNMENT OWNED,,,,,,,,,22/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
13740,OPT,,78890,,RIM000294,,,1,EVATIK,9296,M101,58-17,,,,,,,,,,,,,150,36,58,,,,,,,,280,,,139,,,,,,,,,,,,,,,,,,,,GST 10%,CONSIGNMENT OWNED,,,,,,,,,22/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
13326,OPT,,78891,,RIM000292,,,1,EVATIK,9293,S401,57-18,,,,,,,,,,,,,150,40,57,,,,,,,,280,,,0,,,,,,,,,,,,,,,,,,,,GST 10%,CONSIGNMENT OWNED,,,,,,,,,22/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
10655,OPT,,78892,,OPQ001373,,,1,Stepper,SI-20135,F520,54-15,,,,,,,,,,,,,140,41,56,,,,,,,,290,,,98.56,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8606,OPT,,78893,,APO000340,,,1,CLUB,CLT 0012,C1,55-21,,,,,,,,,,,,,145,41,60,,,,,,,,230,,,59,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10331,OPT,,78894,,OPQ001275,,,1,Aura,922,C2,54-17,,,,,,,,,,,,,135,42,56,,,,,,,,240,,,85.5,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10341,OPT,,78895,,OPQ001285,,,1,Stepper,SA73061,F530,51-19,,,,,,,,,,,,,140,46,51,,,,,,,,290,,,89.55,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
