BARCODE,LOCATION,LOCATION2,PKEY,PKEY0,FRAMENUM,FRAMENUM0,SXFRAME,QUANTITY,MANUFACT,MODEL,FCOLOUR,SIZE,FRDESC,LOCATION3,STKTAKE,CHANGE,QTYAPPRO,QTY3,SUPBARCODE,ISTOCKCODE,SUPPLIER,SUPPLIER2,FRAMETYPE,FRAMEGROUP,TEMPLE,DEPTH,DIAG,BASECURVE,SUNGRX,FROTHER,FROTHER2,REORDDATE,REORDER,REORDQTY,RRP,EXLISTPR,LISTPRICE,EXCOSTPR,COSTPRICE,EXPREVCOST,PREVCOST,EXAVGCOST,AVGCOST,DPRECOST,DPREEXCOST,WSALEET,WSALEIT,APPORDER,LASTSALE2,LASTSALE,FIRSTPUR,LASTPUR,RETURNBY,DQTY,REFRESH,LASTINV,DISPC,TAXPC,FRSTATUS,FRSTATUS2,QTYONORDER,QTYONAPPRO,PHOTOEXT,PHOTONAME,LIFESTYLE,LIFECYCLE,RELEASE,AVAILFROM,AVAILTILL,FRANGE,SPH1,SPH2,CYL1,CYL2,MINPD,BASEC,SRVCHARGE,EXLISTSRV,LISTSRV,EXRRPSRV,RRPSRV,MODKEY,ORDERAGAIN,PROSUPPLY,PSSUPFIT,PSCREATED,PSUPDATEAT,USER,MODIFIED,DELFLAG,XFER,PROVISION,PVINACTIVE,LOGSTR,FGID,SUPSTATUS,LLABORDER,LDOWNLOAD,UUID,NOTE,PHOTO
2891,OPT,,78602,,ESS000161,,,1,2.5 NVG,207,BLK,51-16,,,,,,,,,,,,,135,35,51,,,,,,,,80,,,0,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,22/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
7897,OPT,,78603,,ESS000162,,,1,2.5 NVG,R2C CF 010,CT0619,50-19,,,,,,,,,,,,,140,42,50,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,28/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
8279,OPT,,78604,,AUS000437,,,1,CLARITY,4641,C2,52-17,,,,,,,,,,,,,138,31,52,,,,,,,,120,,,9.75,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7759,OPT,,78605,,AUS000243,,,1,CLARITY,1224,C3,52-18,,,,,,,,,,,,,135,38,53,,,,,,,,149,,,9.75,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10558,OPT,,78606,,AUS000840,,,1,CLARITY MILAN,4789,C4,53-18,,,,,,,,,,,,,140,36,56,,,,,,,,120,,,10,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8686,OPT,,78607,,CLARITY 4905 C3,,,,CLARITY,4905,C3,54-17,,,,,,,,,,,,,,,54,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8690,OPT,,78608,,CLARITY 4913 C1,,,,CLARITY,4913,C1,53-16,,,,,,,,,,,,,,,53,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8685,OPT,,78609,,CLARITY 4850 C2,,,,CLARITY,4850,C2,58-17,,,,,,,,,,,,,,,58,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8674,OPT,,78610,,CLARITY 4732 C3,,,,CLARITY,4732,C3,2 58-1,,,,,,,,,,,,,,,58,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8684,OPT,,78611,,CLARITY 4850 C1,,,,CLARITY,4850,C1,58-17,,,,,,,,,,,,,,,58,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8679,OPT,,78612,,CLARITY 4788 C7,,,,CLARITY,4788,C7,52-15,,,,,,,,,,,,,,,52,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8678,OPT,,78613,,CLARITY 4788 C6,,,,CLARITY,4788,C6,52-15,,,,,,,,,,,,,,,52,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8681,OPT,,78614,,CLARITY 4802 C1,,,,CLARITY,4802,C1,58-17,,,,,,,,,,,,,,,58,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8688,OPT,,78615,,CLARITY 4907 C5,,,,CLARITY,4907,C5,45-17,,,,,,,,,,,,,,,45,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8676,OPT,,78616,,CLARITY 4775 C6,,,,CLARITY,4775,C6,57-17,,,,,,,,,,,,,,,57,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8447,OPT,,78617,,AUS000495,,,1,CLARITY,4741,C3,53-17,,,,,,,,,,,,,140,34,56,,,,,,,,149,,,9.75,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10271,OPT,,78618,,AUS000795,,,1,CLARITY,4838,C3,52-16,,,,,,,,,,,,,135,38,54,,,,,,,,120,,,12.15,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10549,OPT,,78619,,AUS000831,,,1,CASA,324,C3,52-16,,,,,,,,,,,,,142,42,53,,,,,,,,130,,,12.5,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9021,OPT,,78620,,AUS000580,,,1,CLARITY,4779,C2,55-15,,,,,,,,,,,,,140,41,56,,,,,,,,120,,,9.5,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9024,OPT,,78621,,AUS000583,,,2,CLARITY,4775,C3,55-19,,,,,,,,,,,,,140,47,56,,,,,,,,149,,,9.75,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8834,OPT,,78622,,AUS000546,,,1,CLARITY,4711,C1,53-18,,,,,,,,,,,,,140,32,56,,,,,,,,149,,,9.5,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8671,OPT,,78623,,CLARITY 2131 C2,,,,CLARITY,2131,C2,54-17,,,,,,,,,,,,,,,54,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14052,OPT,,78624,,AUS000861,,,1,CLARITY,1191,C2,53-17,,,,,,,,,,,,,140,33,53,,,,,,,,120,,,0,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,22/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
8823,OPT,,78625,,AVI000008,,,2,TABITA,SIMMING GOGGLE,,,,,,,,,,,,,,,,,,,,,,,,,160,,,82.3,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9987,OPT,,78626,,AUS000733,,,1,I-SPY,129,C1,48-19,,,,,,,,,,,,,139,32,54,,,,,,,,169,,,29,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11437,OPT,,78627,,AVI000135,,,1,NANO,CAMPER 3.0,3041346SC,46-14,,,,,,,,,,,,,135,36,53,,,,,,,,230,,,,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,21/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7656,OPT,,78628,,OPQ000883,,,1,Convertibles,9426,A,52-16,,,,,,,,,,,,,140,29,53,,,,,,,,270,,,107.96,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9003,OPT,,78629,,OPQ001103,,,1,Stepper,STS-40158,Fo29,51-17,,,,,,,,,,,,,135,44,52,,,,,,,,270,,,85.5,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12263,OPT,,78630,,ORO000491,,,1,LE SPECS,BIO-BUENO,2351526,53-19,,,,,,,,,,,,,145,41,53,,,,,,,,219,,,,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,21/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13303,OPT,,78631,,ORO000494,,,1,LE SPECS,SOLSTICE,2551590,49-20,,,,,,,,,,,,,145,45,49,,,,,,,,219,,,,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,21/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10044,OPT,,78632,,RIM000293,,,1,EVATIK,9292,S412,56-18,,,,,,,,,,,,,150,40,57,,,,,,,,280,,,139,,,,,,,,,,,,,,,,,,,,GST 10%,CONSIGNMENT OWNED,,,,,,,,,22/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
10387,OPT,,78633,,OPQ001304,,,1,CONVERTIBLES,91019,B,53-16,,,,,,,,,,,,,135,43,53,,,,,,,,320,,,116.96,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10600,OPT,,78634,,RIM000275,,,1,EVATIK,92787,M300,59-16,,,,,,,,,,,,,150,,,,,,,,,,280,,,73.82,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9716,OPT,,78635,,OPQ001213,,,1,Stepper,SI-82218,F600,46-17,,,,,,,,,,,,,140,40,47,,,,,,,,310,,,103.5,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9444,OPT,,78636,,BON000279,,,1,AOA,8168,C2,54-16,,,,,,,,,,,,,138,43,58,,,,,,,,269,,,20,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14963,OPT,,78637,,APO000431,,,1,LA MATA,3375,C1,52-19,,,,,,,,,,,,,140,40,52,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,21/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11088,OPT,,78638,,APO000439,,,1,ARTLIFE,WELCH 68725,511,54-16,,,,,,,,,,,,,140,45,54,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,21/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7428,OPT,,78639,,TOM000001,,,1,Tomato Glasses,Tkac2,Grn,43-15,,,,,,,,,,,,,125,30,44,,,,,,,,250,,,0,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8716,OPT,,78640,,AUS000542,,,1,I-SPY,085,C2,46-15,,,,,,,,,,,,,128,31,48,,,,,,,,169,,,25,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8206,OPT,,78641,,AVI000145,,,1,NANO,FLICKER 3.0,3181244,44-14,,,,,,,,,,,,,120,35,44,,,,,,,,179,,,,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,28/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2303,OPT,,78642,,AVI000142,,,1,NANO,FLICKER 3.0,3180548,48-15,,,,,,,,,,,,,132,39,48,,,,,,,,179,,,,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,28/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
453,OPT,,78643,,AVI000151,,,1,BFLEX,B-YOU,020554,54-16,,,,,,,,,,,,,145,34,54,,,,,,,,260,,,84,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,28/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
10712,OPT,,78644,,AVI000146,,,1,NANO,ARCADE CF,730146,46-17,,,,,,,,,,,,,134,39,56,,,,,,,,189,,,0,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,28/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
4280,OPT,,78645,,AVI000141,,,1,BFLEX,B-FLEXIBLE,090354,54-17,,,,,,,,,,,,,145,40,54,,,,,,,,260,,,84,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,23/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
3344,OPT,,78646,,AVI000138,,,1,NANO,FANBOY,3171854,54-16,,,,,,,,,,,,,148,40,54,,,,,,,,239,,,80,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,23/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
8832,OPT,,78647,,MOD000280,,,1,Kaledscope,ELSA,C1,48-16,,,,,,,,,,,,,140,33,48,,,,,,,,195,,,58.5,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10264,OPT,,78648,,AUS000764,,,1,CLARITY,1321,C1,50-16,,,,,,,,,,,,,135,33,51,,,,,,,,120,,,10.75,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9821,OPT,,78649,,AUS000697,,,2,CLARITY,1320,C3,48-17,,,,,,,,,,,,,135,35,48,,,,,,,,120,,,10.75,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,OPT,,78650,,AVI000149,,,1,NANO,XTREME,3290354,54-16,,,,,,,,,,,,,140,38,54,,,,,,,,260,,,84,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,28/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
9556,OPT,,78651,,RIM000205,,,1,SENSES,HOPKINS,C2,55-17,,,,,,,,,,,,,140,33,57,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9897,OPT,,78652,,RIM000225,,,1,SENSES,BARBARA,C1,53-18,,,,,,,,,,,,,140,39,53,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9491,OPT,,78653,,RIM000203,,,2,SENSES,ELBE,C3,50-16,,,,,,,,,,,,,140,35,49,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8634,OPT,,78654,,9.34914E+12,,,1,SENSES,HUGH,C3,56-18,,,,,,,,,,,,,150,42,56,,,,,,,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10677,OPT,,78655,,RIM000282,,,1,SENSES,AGUPPI,C5,54-15,,,,,,,,,,,,,140,37,54,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10680,OPT,,78656,,RIM000285,,,1,SENSES,NANCY,C3,57-16,,,,,,,,,,,,,145,43,58,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10565,OPT,,78657,,RIM000272,,,1,SENSES,ZELDA,C2,52-17,,,,,,,,,,,,,140,39,52,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9402,OPT,,78658,,RIM000186,,,1,SENSES,NILE,C4,50-17,,,,,,,,,,,,,140,28,51,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,CO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10035,OPT,,78659,,RIM000233,,,1,SENSES,TRUMAN,C3,54-17,,,,,,,,,,,,,145,40,57,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7459,OPT,,78660,,RIM000054,,,1,SENSES,NOLENE,C3,53-15,,,,,,,,,,,,,140,37,52,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,CO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10036,OPT,,78661,,RIM000234,,,1,SENSES,WHITLAM,C2,52-16,,,,,,,,,,,,,145,37,55,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8724,OPT,,78662,,RIM000116,,,1,SENSES,YARRA,C3,47-18,,,,,,,,,,,,,130,30,48,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,CO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8807,OPT,,78663,,RIM000136,,,1,SENSES,ROHY,C2,55-18,,,,,,,,,,,,,140,37,57,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10566,OPT,,78664,,RIM000273,,,1,SENSES,FRAN,C2,54-16,,,,,,,,,,,,,140,43,54,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9561,OPT,,78665,,RIM000210,,,1,SENSES,OPHELIA,C1,54-17,,,,,,,,,,,,,135,34,55,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8730,OPT,,78666,,RIM000122,,,1,SENSES,ROSEHILL,C1,51-19,,,,,,,,,,,,,145,27,53,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,CO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8637,OPT,,78667,,9.34914E+12,,,1,SENSES,CASPER,C3,48-17,,,,,,,,,,,,,135,40,48,,,,,,,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10679,OPT,,78668,,RIM000284,,,1,SENSES,POLLARD,C2,57-18,,,,,,,,,,,,,150,39,62,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9686,OPT,,78669,,RIM000219,,,1,SENSES,COLORADO,C2,52-17,,,,,,,,,,,,,140,36,51,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9397,OPT,,78670,,RIM000181,,,1,SENSES,LEONIE,C2,53-17,,,,,,,,,,,,,135,34,53,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,CO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10445,OPT,,78671,,RIM000263,,,1,SENSES,ANGELENE,C5,51-17,,,,,,,,,,,,,140,36,50,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10443,OPT,,78672,,RIM000261,,,1,SENSES,KIARRA,C2,53-17,,,,,,,,,,,,,140,41,54,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8182,OPT,,78673,,RIM000086,,,1,SENSES,OBAMA,C3,53-18,,,,,,,,,,,,,140,32,54,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,CO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8175,OPT,,78674,,RIM000079,,,1,SENSES,PERCY,C2,60-21,,,,,,,,,,,,,145,38,62,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,CO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8536,OPT,,78675,,RIM000102,,,1,SENSES,ANGELENE,C1,51-17,,,,,,,,,,,,,140,36,50,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,CO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8640,OPT,,78676,,9.34914E+12,,,1,SENSES,CURTAIN,C2,55-18,,,,,,,,,,,,,145,33,55,,,,,,,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8635,OPT,,78677,,9.34914E+12,,,1,SENSES,CHARLENE,C1,54-16,,,,,,,,,,,,,135,39,54,,,,,,,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10305,OPT,,78678,,RIM000248,,,1,SENSES,SEINE,C4,52-17,,,,,,,,,,,,,140,36,54,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8389,OPT,,78679,,RIM000093,,,1,SENSES,GUS,C2,57-16,,,,,,,,,,,,,145,46,61,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,CO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10440,OPT,,78680,,RIM000258,,,1,SENSES,VOLT,C4,50-15,,,,,,,,,,,,,134,36,51,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10444,OPT,,78681,,RIM000262,,,1,SENSES,BELLA,C2,54-17,,,,,,,,,,,,,140,41,56,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9558,OPT,,78682,,RIM000207,,,1,SENSES,CORAL,C1,52-16,,,,,,,,,,,,,135,36,52,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10448,OPT,,78683,,RIM000266,,,1,SENSES,BAMBI,C4,48-15,,,,,,,,,,,,,135,34,48,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8535,OPT,,78684,,RIM000115,,,1,SENSES,CARO,C1,54-17,,,,,,,,,,,,,140,37,54,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10678,OPT,,78685,,RIM000283,,,1,SENSES,ZANCARA,C3,51-16,,,,,,,,,,,,,145,31,51,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8394,OPT,,78686,,RIM000098,,,1,SENSES,ANNEMARIE,C3,53-16,,,,,,,,,,,,,135,33,55,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,CO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10452,OPT,,78687,,RIM000270,,,2,SENSES,OLLIE,C3,48-17,,,,,,,,,,,,,135,40,48,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9487,OPT,,78688,,RIM000199,,,1,SENSES,LOMU,C3,61-21,,,,,,,,,,,,,150,39,63,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8725,OPT,,78689,,RIM000117,,,1,SENSES,MARTHA 11,C3,52-16,,,,,,,,,,,,,135,33,52,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,CO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10446,OPT,,78690,,RIM000264,,,1,SENSES,IGOR,C2,52-20,,,,,,,,,,,,,140,33,54,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8173,OPT,,78691,,RIM000077,,,1,SENSES,ANGELENE,C4,51-17,,,,,,,,,,,,,140,36,50,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,CO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10632,OPT,,78692,,RIM000276,,,2,SENSES,MITCH,C3,54-17,,,,,,,,,,,,,140,36,56,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10442,OPT,,78693,,RIM000260,,,1,SENSES,MAGAW,C4,59-19,,,,,,,,,,,,,150,44,61,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8397,OPT,,78694,,RIM000101,,,1,SENSES,THURSTON,C1,54-18,,,,,,,,,,,,,145,29,56,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,CO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
